"lib","n","ch_uguali","so_uguali"
"GSE145668,GSE145669p1_sc19",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc20",4,FALSE,TRUE
"GSE145668,GSE145669p1_sc21",4,FALSE,TRUE
"GSE145668,GSE145669p1_sc22",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc24",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc25",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc26",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc27",4,FALSE,TRUE
"GSE145668,GSE145669p1_sc28",4,FALSE,TRUE
"GSE145668,GSE145669p1_sc29",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc30",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc31",4,FALSE,TRUE
"GSE145668,GSE145669p1_sc32",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc33",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc35",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc36",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc37",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc38",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc39",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc42",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc43",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc44",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc45",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc46",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc47",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc48",2,TRUE,TRUE
"GSE145668,GSE145669p1_sc49",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc50",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc51",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc52",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc53",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc55",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc56",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc57",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc58",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc59",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc60",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc63",3,FALSE,TRUE
"GSE145668,GSE145669p1_sc67",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc68",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc69",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc71",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc72",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc73",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc74",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc75",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc77",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc78",2,FALSE,TRUE
"GSE145668,GSE145669p1_sc80",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc01",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc02",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc03",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc04",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc05",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc06",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc07",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc08",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc09",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc10",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc11",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc12",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc13",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc14",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc15",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc16",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc17",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc18",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc19",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc20",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc21",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc22",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc24",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc25",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc26",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc27",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc28",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc29",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc30",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc31",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc32",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc33",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc35",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc36",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc37",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc38",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc39",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc40",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc41",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc42",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc43",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc44",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc45",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc46",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc47",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc48",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc49",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc50",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc51",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc52",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc53",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc54",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc55",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc56",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc57",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc58",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc59",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc60",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc61",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc62",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc63",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc64",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc65",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc66",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc67",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc68",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc69",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc70",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc71",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc72",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc73",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc74",3,FALSE,TRUE
"GSE145668,GSE145669p10_sc75",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc77",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc78",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc79",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc80",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc81",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc82",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc83",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc84",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc85",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc86",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc87",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc88",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc89",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc90",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc91",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc92",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc93",2,FALSE,TRUE
"GSE145668,GSE145669p10_sc94",2,FALSE,TRUE
"GSE145668,GSE145669p11_sc01",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc02",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc03",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc04",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc05",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc06",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc07",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc08",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc09",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc10",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc11",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc12",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc13",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc14",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc15",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc16",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc17",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc18",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc19",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc20",3,FALSE,TRUE
"GSE145668,GSE145669p11_sc21",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc22",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc24",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc25",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc26",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc27",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc28",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc29",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc30",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc31",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc32",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc33",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc35",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc36",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc37",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc38",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc39",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc40",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc41",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc42",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc43",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc44",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc45",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc46",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc47",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc48",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc49",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc50",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc51",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc52",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc53",3,FALSE,TRUE
"GSE145668,GSE145669p11_sc54",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc55",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc56",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc57",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc58",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc59",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc60",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc61",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc62",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc63",3,FALSE,TRUE
"GSE145668,GSE145669p11_sc64",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc65",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc66",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc67",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc68",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc69",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc70",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc71",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc72",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc73",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc74",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc75",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc77",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc78",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc79",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc80",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc81",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc82",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc83",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc84",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc85",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc86",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc87",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc88",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc89",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc90",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc91",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc92",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc93",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc94",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc95",4,FALSE,TRUE
"GSE145668,GSE145669p11_sc96",4,FALSE,TRUE
"GSE145668,GSE145669p13_sc01",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc02",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc04",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc06",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc07",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc08",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc10",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc11",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc16",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc18",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc19",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc22",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc24",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc25",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc26",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc27",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc28",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc30",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc31",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc32",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc33",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc39",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc40",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc41",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc42",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc43",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc46",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc47",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc48",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc49",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc50",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc51",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc54",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc56",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc59",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc60",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc63",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc64",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc82",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc86",2,FALSE,TRUE
"GSE145668,GSE145669p13_sc91",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc01",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc04",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc05",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc07",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc08",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc11",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc12",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc14",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc16",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc17",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc18",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc19",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc20",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc22",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc24",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc25",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc26",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc27",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc28",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc30",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc31",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc41",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc42",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc43",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc44",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc45",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc46",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc51",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc52",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc53",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc54",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc56",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc57",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc58",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc59",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc60",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc62",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc63",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc64",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc65",2,TRUE,TRUE
"GSE145668,GSE145669p14_sc66",2,TRUE,TRUE
"GSE145668,GSE145669p14_sc67",2,TRUE,TRUE
"GSE145668,GSE145669p14_sc68",2,TRUE,TRUE
"GSE145668,GSE145669p14_sc69",2,TRUE,TRUE
"GSE145668,GSE145669p14_sc70",2,TRUE,TRUE
"GSE145668,GSE145669p14_sc71",2,TRUE,TRUE
"GSE145668,GSE145669p14_sc72",2,TRUE,TRUE
"GSE145668,GSE145669p14_sc73",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc74",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc75",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc77",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc78",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc79",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc80",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc81",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc82",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc83",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc84",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc85",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc86",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc87",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc91",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc92",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc93",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc94",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc95",2,FALSE,TRUE
"GSE145668,GSE145669p14_sc96",2,FALSE,TRUE
"GSE145668,GSE145669p15_sc01",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc02",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc03",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc04",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc05",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc06",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc07",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc08",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc09",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc10",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc11",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc12",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc13",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc14",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc15",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc16",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc17",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc18",2,FALSE,TRUE
"GSE145668,GSE145669p15_sc19",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc20",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc21",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc22",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc24",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc25",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc26",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc27",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc28",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc29",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc30",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc31",2,TRUE,TRUE
"GSE145668,GSE145669p15_sc32",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc33",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc35",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc36",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc37",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc38",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc39",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc40",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc41",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc42",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc43",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc44",2,TRUE,TRUE
"GSE145668,GSE145669p15_sc45",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc46",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc47",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc48",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc49",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc50",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc51",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc52",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc53",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc54",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc55",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc56",2,TRUE,TRUE
"GSE145668,GSE145669p15_sc57",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc58",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc59",2,TRUE,TRUE
"GSE145668,GSE145669p15_sc60",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc61",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc62",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc63",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc64",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc65",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc66",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc67",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc68",2,FALSE,TRUE
"GSE145668,GSE145669p15_sc69",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc70",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc71",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc72",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc73",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc74",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc75",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc77",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc78",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc79",2,FALSE,TRUE
"GSE145668,GSE145669p15_sc80",2,FALSE,TRUE
"GSE145668,GSE145669p15_sc81",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc82",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc83",2,FALSE,TRUE
"GSE145668,GSE145669p15_sc84",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc85",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc86",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc87",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc88",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc89",2,FALSE,TRUE
"GSE145668,GSE145669p15_sc90",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc91",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc92",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc93",4,FALSE,TRUE
"GSE145668,GSE145669p15_sc94",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc95",3,FALSE,TRUE
"GSE145668,GSE145669p15_sc96",3,FALSE,TRUE
"GSE145668,GSE145669p16_sc17",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc18",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc21",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc22",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc24",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc25",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc26",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc28",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc29",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc32",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc33",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc35",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc36",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc37",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc38",2,FALSE,TRUE
"GSE145668,GSE145669p16_sc40",2,FALSE,TRUE
